age,monthly_budget_usd,collection_size,monthly_purchases,resale_interest,social_media_engagement,blind_box_risk_tolerance,favorite_series,collector_type,region,will_buy_next_release
16,63.97,13,2,3,4,4,Crybaby,trend-chaser,Southeast Asia,0
50,75.81,28,1,1,0,10,Hirono,display-focused,North America,0
45,59.09,17,3,3,1,5,Skullpanda,trend-chaser,North America,0
45,100.17,30,1,0,2,3,Dimoo,trend-chaser,Oceania,1
31,45.87,28,2,6,7,6,Molly,reseller,Europe,1
48,155.76,23,3,5,8,4,Hirono,trend-chaser,Oceania,1
31,142.08,22,1,2,5,9,Labubu,reseller,Southeast Asia,1
17,103.61,19,3,6,9,2,Labubu,display-focused,Europe,1
52,123.87,27,5,1,10,0,Skullpanda,completionist,Europe,1
25,120.44,19,1,0,8,4,Labubu,display-focused,North America,1
20,92.29,26,3,5,0,10,Dimoo,completionist,North America,0
40,80.83,21,6,1,9,0,Labubu,display-focused,North America,1
25,77.24,21,1,9,9,8,Labubu,reseller,Europe,0
50,158.24,34,2,3,6,0,Dimoo,display-focused,Europe,0
33,63.1,25,3,4,6,6,Skullpanda,display-focused,Southeast Asia,1
16,63.57,23,2,3,8,4,Crybaby,casual,North America,1
54,128.43,34,3,4,6,1,Molly,casual,Europe,0
36,123.38,25,7,1,3,8,Labubu,completionist,North America,1
26,78.97,22,5,10,7,1,Labubu,display-focused,North America,1
43,108.13,28,4,1,8,4,Skullpanda,casual,Southeast Asia,1
37,113.96,27,2,4,1,6,Labubu,display-focused,East Asia,1
17,51.48,21,3,9,7,5,Hirono,display-focused,Europe,1
46,145.97,31,1,4,1,0,Labubu,casual,East Asia,0
32,113.94,20,5,7,6,4,Crybaby,casual,Europe,0
43,104.4,25,2,0,1,7,Skullpanda,completionist,Southeast Asia,1
51,114.31,21,3,3,10,5,Dimoo,reseller,Europe,1
40,99.33,26,1,8,7,8,Labubu,trend-chaser,East Asia,1
42,84.46,27,4,2,5,8,Labubu,casual,North America,0
26,39.82,13,4,4,5,1,Molly,display-focused,Europe,1
25,92.62,21,4,0,6,8,Skullpanda,casual,East Asia,0
32,49.8,23,3,5,1,9,Skullpanda,completionist,North America,0
50,185.16,16,0,3,5,9,Molly,casual,East Asia,1
36,83.9,30,3,9,7,9,Molly,casual,East Asia,1
29,183.75,18,6,4,2,2,Crybaby,completionist,North America,1
47,93.25,27,1,9,5,7,Molly,display-focused,Oceania,0
50,68.88,17,4,9,3,5,Labubu,completionist,North America,1
52,144.18,25,2,9,1,10,Molly,completionist,Southeast Asia,0
27,102.68,26,5,8,10,9,Molly,trend-chaser,Europe,1
44,214.59,20,2,6,6,1,Skullpanda,display-focused,North America,1
39,68.21,32,5,5,4,10,Dimoo,casual,North America,1
33,146.76,19,4,0,3,7,Dimoo,completionist,East Asia,1
31,150.1,19,3,1,7,5,Dimoo,casual,East Asia,1
20,117.87,20,7,4,1,4,Labubu,casual,East Asia,1
26,150.63,22,4,7,6,5,Labubu,display-focused,Europe,1
37,84.67,21,2,0,2,8,Hirono,casual,North America,0
51,62.98,22,1,10,9,8,Labubu,casual,Southeast Asia,1
50,71.28,31,0,10,8,6,Molly,completionist,Southeast Asia,1
23,90.68,25,4,0,8,10,Skullpanda,reseller,Europe,1
43,120.38,30,5,1,1,2,Dimoo,casual,Southeast Asia,0
19,64.66,14,3,9,0,4,Labubu,completionist,East Asia,1
43,77.26,23,2,2,5,6,Crybaby,trend-chaser,East Asia,0
29,66.65,24,1,1,3,1,Molly,casual,East Asia,1
33,129.31,27,4,2,7,5,Crybaby,reseller,North America,1
44,183.11,25,5,7,7,9,Molly,casual,North America,1
32,58.95,24,2,1,4,7,Dimoo,trend-chaser,East Asia,0
48,110.22,16,5,2,1,7,Molly,casual,Oceania,1
37,136.13,27,4,4,3,1,Hirono,casual,Europe,1
55,81.71,38,7,6,5,1,Skullpanda,trend-chaser,North America,1
41,50.76,21,6,10,2,4,Hirono,completionist,North America,1
27,143.61,24,1,2,3,3,Dimoo,casual,Europe,1
47,49.63,30,2,2,2,0,Skullpanda,reseller,East Asia,1
32,161.62,27,4,5,0,6,Molly,trend-chaser,North America,1
37,66.11,22,2,4,6,8,Molly,display-focused,North America,1
21,47.05,22,4,6,10,8,Crybaby,casual,East Asia,1
20,73.36,24,2,2,10,1,Crybaby,casual,North America,0
38,87.8,23,2,6,10,8,Labubu,trend-chaser,Europe,1
23,95.25,22,2,10,7,4,Labubu,casual,East Asia,1
55,114.02,34,4,7,8,1,Labubu,display-focused,North America,0
50,98.73,35,2,8,0,5,Labubu,casual,Europe,1
44,176.48,31,2,0,2,2,Molly,casual,North America,0
45,86.15,29,1,9,7,7,Hirono,completionist,Europe,1
39,100.87,28,4,7,10,8,Labubu,display-focused,Southeast Asia,1
18,97.45,26,3,6,9,7,Hirono,casual,East Asia,1
31,45.11,24,3,1,6,1,Crybaby,casual,North America,1
35,54.87,22,5,6,1,3,Molly,casual,North America,0
52,90.83,15,5,7,10,5,Skullpanda,casual,North America,1
24,105.87,17,1,6,3,10,Skullpanda,casual,Southeast Asia,1
35,39.29,22,2,1,0,6,Labubu,reseller,East Asia,1
29,180.07,29,2,0,8,7,Dimoo,casual,East Asia,1
21,109.37,12,4,5,1,3,Skullpanda,display-focused,North America,1
20,88.78,21,1,7,3,3,Labubu,completionist,Southeast Asia,1
30,107.31,37,3,4,7,8,Hirono,reseller,Southeast Asia,0
19,71.72,27,2,7,10,9,Molly,completionist,North America,1
18,95.67,27,1,10,9,0,Labubu,trend-chaser,Europe,1
30,101.86,36,0,9,1,5,Crybaby,casual,Europe,1
24,144.33,28,2,6,1,8,Labubu,casual,East Asia,1
38,83.09,30,2,8,8,1,Labubu,casual,Europe,1
16,50.11,26,7,0,3,7,Labubu,casual,North America,0
28,62.35,24,3,0,0,5,Molly,trend-chaser,East Asia,0
34,80.45,19,3,7,6,5,Skullpanda,completionist,East Asia,1
54,52.1,33,1,8,7,6,Dimoo,reseller,Europe,1
41,59.79,19,3,2,10,9,Molly,trend-chaser,Europe,1
51,62.57,21,0,6,5,0,Skullpanda,trend-chaser,North America,1
29,78.32,19,3,3,8,2,Labubu,display-focused,Europe,1
33,108.79,22,7,1,5,3,Molly,trend-chaser,Southeast Asia,1
32,76.87,18,3,4,10,8,Crybaby,display-focused,East Asia,1
51,111.81,10,3,4,5,6,Hirono,casual,Southeast Asia,1
54,88.82,37,0,8,7,2,Dimoo,completionist,East Asia,0
54,60.56,18,0,9,10,0,Molly,trend-chaser,Southeast Asia,0
46,102.55,37,1,10,9,10,Skullpanda,reseller,Europe,1
36,96.16,15,2,1,4,1,Hirono,display-focused,North America,0
37,113.03,19,3,10,5,0,Hirono,trend-chaser,Southeast Asia,1
55,122.65,28,4,5,6,4,Dimoo,display-focused,East Asia,1
27,146.28,22,5,1,1,6,Skullpanda,completionist,Southeast Asia,1
29,110.28,20,3,7,2,2,Labubu,display-focused,East Asia,1
51,94.88,20,3,0,7,1,Labubu,casual,Europe,0
31,113.25,22,1,5,0,0,Labubu,display-focused,North America,0
25,73.91,24,4,9,6,4,Molly,trend-chaser,Europe,1
38,71.78,19,6,10,5,10,Labubu,trend-chaser,East Asia,1
29,154.83,22,5,3,5,1,Skullpanda,casual,Southeast Asia,1
51,70.97,23,3,1,9,6,Skullpanda,casual,Southeast Asia,0
52,63.18,29,5,6,3,2,Skullpanda,casual,Europe,1
28,110.26,17,4,1,8,7,Skullpanda,reseller,Europe,1
37,74.15,21,3,10,8,0,Labubu,completionist,North America,1
55,122.13,19,3,3,10,2,Skullpanda,completionist,Europe,0
45,141.68,16,2,2,9,0,Crybaby,casual,Oceania,1
24,66.53,22,3,2,5,7,Skullpanda,casual,East Asia,1
39,115.72,18,2,4,4,7,Hirono,trend-chaser,East Asia,1
40,70.32,24,2,8,8,1,Molly,completionist,Southeast Asia,1
42,81.13,31,2,9,10,4,Dimoo,casual,North America,1
17,100.65,24,3,8,3,3,Skullpanda,casual,Oceania,0
27,71.85,26,3,7,4,0,Dimoo,casual,East Asia,0
50,97.01,25,4,2,5,0,Hirono,casual,North America,1
25,83.78,24,5,10,1,10,Skullpanda,casual,East Asia,0
27,123.28,17,7,10,3,7,Dimoo,completionist,North America,1
28,123.41,20,3,6,1,7,Hirono,casual,East Asia,1
23,71.98,21,3,8,8,3,Hirono,display-focused,North America,1
22,101.57,21,4,3,5,2,Labubu,completionist,North America,1
29,131.17,28,5,4,6,8,Labubu,display-focused,East Asia,1
50,59.43,11,4,8,0,4,Hirono,display-focused,Europe,1
16,83.58,27,4,4,6,1,Dimoo,trend-chaser,North America,1
27,99.79,20,5,8,7,5,Crybaby,casual,Southeast Asia,0
18,58.49,26,2,9,7,5,Molly,reseller,North America,1
38,75.29,28,2,10,8,6,Hirono,casual,East Asia,1
26,168.4,8,1,3,1,5,Hirono,casual,East Asia,1
47,70.89,33,4,5,6,9,Hirono,casual,North America,0
39,73.91,24,5,4,5,2,Dimoo,completionist,Oceania,1
47,47.06,21,3,5,9,6,Labubu,display-focused,Europe,1
41,109.76,28,4,8,7,9,Dimoo,reseller,North America,1
33,55.9,22,9,3,10,10,Dimoo,casual,Europe,1
50,84.29,28,6,2,0,10,Molly,completionist,East Asia,1
35,63.41,27,2,2,4,7,Labubu,casual,North America,1
53,96.93,27,4,8,7,1,Hirono,casual,North America,0
55,30.57,16,5,10,0,10,Labubu,completionist,East Asia,1
39,91.64,22,3,1,7,0,Skullpanda,casual,East Asia,0
42,100.9,14,3,10,2,6,Dimoo,display-focused,North America,1
26,76.04,21,1,0,0,4,Crybaby,completionist,Europe,1
48,77.89,23,3,5,7,7,Dimoo,reseller,North America,1
42,72.44,25,3,1,4,8,Molly,completionist,North America,1
52,83.86,28,1,10,4,8,Labubu,casual,East Asia,1
26,155.71,22,4,8,3,2,Molly,casual,North America,1
47,124.87,27,4,3,7,8,Molly,display-focused,North America,1
34,83.83,31,6,7,6,8,Hirono,casual,North America,1
23,75.3,21,1,9,7,0,Molly,display-focused,East Asia,1
22,120.04,24,2,2,8,7,Labubu,display-focused,East Asia,1
38,94.45,26,0,6,6,1,Hirono,display-focused,Europe,1
28,57.95,31,3,3,0,6,Labubu,display-focused,East Asia,1
20,80.06,26,3,7,1,2,Labubu,casual,East Asia,1
33,148.63,34,2,6,10,3,Skullpanda,casual,North America,1
42,108.0,20,1,7,3,2,Labubu,casual,North America,1
28,75.61,23,5,7,4,9,Labubu,casual,North America,1
54,48.89,25,0,6,4,9,Crybaby,reseller,Southeast Asia,1
47,96.74,23,3,0,10,8,Hirono,casual,North America,1
36,89.01,16,5,9,9,7,Hirono,casual,North America,1
53,82.81,13,4,1,5,3,Dimoo,trend-chaser,East Asia,0
33,120.59,22,1,4,7,1,Labubu,display-focused,East Asia,1
21,108.54,18,1,5,6,6,Hirono,casual,Southeast Asia,1
17,49.47,25,7,9,7,4,Skullpanda,reseller,Europe,1
53,89.21,14,2,6,10,3,Labubu,completionist,North America,1
54,53.79,19,5,2,7,2,Molly,trend-chaser,East Asia,1
45,72.91,22,3,3,1,1,Skullpanda,trend-chaser,East Asia,0
20,52.36,9,6,2,5,9,Labubu,completionist,Oceania,0
27,53.03,29,6,6,9,3,Molly,casual,East Asia,1
17,101.46,25,3,7,0,10,Molly,display-focused,Europe,1
18,97.47,17,6,7,3,7,Skullpanda,casual,North America,0
25,86.61,24,1,8,2,1,Labubu,completionist,Oceania,1
38,70.51,28,4,7,7,0,Skullpanda,trend-chaser,East Asia,1
18,51.01,19,2,9,1,4,Labubu,casual,North America,1
55,73.04,26,5,9,6,0,Skullpanda,trend-chaser,Europe,1
34,97.64,24,1,3,0,10,Labubu,completionist,East Asia,1
26,96.75,23,2,3,10,9,Molly,casual,North America,1
36,147.32,29,4,0,3,7,Dimoo,trend-chaser,East Asia,1
47,138.41,26,2,2,4,3,Dimoo,completionist,East Asia,0
28,87.95,24,4,5,8,9,Labubu,display-focused,North America,1
17,72.75,24,1,7,4,7,Skullpanda,display-focused,Oceania,0
18,64.01,21,4,9,1,3,Hirono,casual,Oceania,1
50,48.28,26,2,6,9,9,Labubu,casual,North America,1
20,55.88,32,4,10,1,2,Skullpanda,completionist,Europe,0
41,97.7,14,5,6,5,6,Skullpanda,trend-chaser,Southeast Asia,1
31,111.57,15,0,9,1,7,Hirono,completionist,Europe,1
47,78.35,21,2,8,7,9,Skullpanda,trend-chaser,Oceania,1
18,211.32,21,5,5,2,1,Crybaby,trend-chaser,North America,1
51,56.07,28,5,9,10,3,Dimoo,casual,East Asia,1
43,46.69,25,2,9,2,9,Skullpanda,reseller,East Asia,1
33,209.65,15,2,3,7,5,Molly,reseller,Europe,1
24,50.15,21,4,2,0,8,Skullpanda,display-focused,East Asia,1
55,77.94,22,0,1,1,8,Labubu,display-focused,North America,0
28,66.0,23,3,10,3,3,Molly,reseller,North America,0
35,100.58,20,4,4,9,3,Molly,trend-chaser,North America,1
31,75.69,20,4,6,10,5,Dimoo,trend-chaser,North America,1
25,111.71,22,3,3,6,0,Hirono,display-focused,North America,1
32,121.6,28,0,4,3,8,Crybaby,reseller,Europe,1
22,48.12,23,2,4,3,1,Labubu,display-focused,North America,0
16,63.23,24,0,6,2,10,Hirono,trend-chaser,North America,1
27,115.6,20,3,1,3,8,Hirono,completionist,North America,1
20,131.6,24,4,8,5,3,Hirono,trend-chaser,Southeast Asia,1
32,93.46,17,5,4,7,0,Dimoo,trend-chaser,North America,0
50,103.55,22,2,2,2,8,Molly,display-focused,East Asia,1
22,151.31,25,4,0,0,4,Hirono,trend-chaser,North America,1
16,76.06,25,4,1,6,2,Skullpanda,completionist,North America,1
20,93.05,26,3,2,2,4,Dimoo,casual,Europe,1
36,138.48,20,2,8,4,9,Labubu,casual,Europe,1
26,142.12,30,4,9,7,7,Labubu,completionist,East Asia,1
35,84.11,34,4,10,9,7,Molly,casual,East Asia,1
17,63.98,20,4,3,5,5,Skullpanda,casual,North America,0
29,83.74,27,5,7,10,1,Molly,completionist,North America,1
32,86.9,20,2,2,2,10,Hirono,casual,Southeast Asia,1
33,63.12,29,2,1,7,8,Labubu,display-focused,North America,1
38,66.61,21,4,5,10,5,Labubu,reseller,Southeast Asia,1
47,142.21,17,1,7,2,7,Molly,casual,East Asia,1
34,105.47,25,1,8,8,3,Labubu,completionist,North America,1
49,78.09,23,4,1,5,8,Molly,casual,North America,1
37,57.31,24,2,8,9,10,Dimoo,trend-chaser,Europe,1
26,66.91,22,7,3,3,3,Crybaby,display-focused,East Asia,1
25,45.44,29,3,3,10,0,Labubu,reseller,Oceania,1
28,94.42,31,3,0,8,8,Molly,reseller,North America,0
39,65.54,17,4,2,7,9,Hirono,trend-chaser,Oceania,1
25,97.38,18,2,5,0,9,Molly,display-focused,North America,1
52,115.12,23,3,2,0,10,Dimoo,display-focused,North America,1
35,97.94,24,3,3,7,3,Skullpanda,casual,East Asia,1
50,74.43,25,4,5,5,10,Hirono,completionist,Oceania,1
43,61.94,23,2,1,3,2,Labubu,completionist,Europe,0
29,54.35,26,2,9,9,6,Crybaby,completionist,Southeast Asia,0
25,136.43,22,3,3,5,9,Crybaby,casual,Europe,1
45,96.26,16,3,8,5,10,Labubu,completionist,Southeast Asia,1
29,76.04,20,1,7,3,6,Skullpanda,display-focused,Southeast Asia,1
25,109.0,20,4,8,10,6,Molly,completionist,East Asia,1
53,127.37,34,5,3,4,5,Molly,completionist,East Asia,1
35,66.05,22,2,1,2,9,Crybaby,display-focused,Europe,1
17,95.12,30,3,1,7,9,Labubu,display-focused,Oceania,0
35,95.88,27,3,2,0,2,Molly,display-focused,East Asia,1
34,148.56,19,6,5,6,1,Labubu,reseller,North America,1
50,75.63,22,1,6,6,8,Skullpanda,reseller,Southeast Asia,1
44,61.12,16,3,8,2,8,Hirono,casual,East Asia,1
23,99.26,20,2,10,8,1,Dimoo,casual,East Asia,1
22,112.62,33,3,9,0,5,Dimoo,completionist,East Asia,1
40,92.07,22,2,3,10,5,Labubu,reseller,Europe,1
17,152.85,17,5,5,9,0,Dimoo,casual,Europe,1
28,75.54,29,3,10,1,7,Molly,display-focused,North America,1
21,92.97,25,2,7,5,10,Skullpanda,display-focused,Southeast Asia,1
16,49.41,20,3,4,2,2,Skullpanda,reseller,East Asia,1
52,59.9,23,3,9,6,8,Crybaby,casual,Southeast Asia,1
19,66.2,15,3,1,3,0,Dimoo,reseller,North America,0
16,80.35,23,4,7,5,2,Dimoo,completionist,Oceania,1
53,52.16,30,3,10,10,6,Skullpanda,trend-chaser,Europe,1
23,108.38,21,4,5,6,10,Labubu,trend-chaser,Europe,1
48,64.04,20,4,6,9,9,Skullpanda,display-focused,Oceania,1
17,194.5,33,0,0,6,10,Dimoo,completionist,East Asia,1
22,64.87,17,3,6,5,10,Dimoo,completionist,Southeast Asia,1
20,89.23,24,0,3,0,8,Dimoo,trend-chaser,East Asia,1
44,84.93,39,3,10,0,3,Molly,display-focused,North America,1
40,58.07,27,7,3,5,1,Labubu,casual,Europe,1
35,80.47,14,5,3,5,9,Labubu,trend-chaser,Southeast Asia,1
25,80.08,31,2,4,5,2,Dimoo,casual,Europe,0
19,121.65,31,3,7,9,5,Crybaby,trend-chaser,East Asia,1
38,100.73,22,3,10,1,8,Skullpanda,casual,North America,1
25,107.75,26,1,3,7,0,Dimoo,display-focused,Europe,1
39,120.57,26,3,2,8,10,Dimoo,trend-chaser,Southeast Asia,1
43,108.44,24,4,8,7,3,Labubu,completionist,Oceania,1
49,94.81,29,2,5,2,2,Labubu,completionist,North America,1
35,65.98,26,1,5,4,4,Labubu,display-focused,North America,1
16,92.45,21,3,10,0,5,Crybaby,casual,North America,1
27,61.48,13,0,5,1,4,Labubu,casual,North America,0
50,82.81,22,3,6,8,1,Skullpanda,completionist,Southeast Asia,1
37,78.72,27,7,10,6,2,Molly,display-focused,Europe,1
40,80.63,27,1,2,9,5,Dimoo,casual,North America,1
34,52.34,10,1,9,7,2,Labubu,display-focused,Southeast Asia,0
22,30.7,15,1,10,2,7,Crybaby,trend-chaser,Southeast Asia,1
51,73.28,34,3,5,8,9,Molly,trend-chaser,Europe,1
46,132.01,20,7,3,7,0,Crybaby,display-focused,Southeast Asia,1
55,88.72,27,4,1,2,0,Skullpanda,trend-chaser,Europe,0
50,128.06,26,0,0,0,7,Molly,display-focused,North America,0
27,61.62,21,6,10,8,0,Dimoo,display-focused,Southeast Asia,1
26,71.93,35,0,4,7,7,Skullpanda,display-focused,North America,0
25,199.67,24,2,7,0,5,Labubu,trend-chaser,Oceania,1
52,62.98,23,4,2,5,5,Dimoo,casual,East Asia,1
38,106.91,16,2,3,10,6,Skullpanda,casual,Southeast Asia,0
34,106.84,19,2,9,8,9,Skullpanda,trend-chaser,North America,1
54,102.21,7,4,7,8,1,Dimoo,reseller,Europe,1
40,107.45,29,3,2,4,1,Dimoo,reseller,Southeast Asia,0
52,62.65,28,1,0,1,7,Molly,reseller,Southeast Asia,0
55,74.61,34,4,9,3,0,Molly,completionist,Southeast Asia,1
19,32.81,21,3,0,7,4,Molly,casual,North America,0
30,150.67,25,2,0,9,5,Skullpanda,reseller,East Asia,1
45,107.19,21,1,3,7,4,Molly,casual,Europe,1
48,66.23,27,3,10,0,5,Labubu,casual,North America,0
21,61.87,28,3,7,6,1,Hirono,trend-chaser,East Asia,1
28,132.96,11,4,0,2,2,Labubu,casual,East Asia,1
37,64.52,36,3,10,6,0,Labubu,casual,Europe,1
47,66.16,25,1,10,4,10,Hirono,display-focused,North America,1
20,57.18,30,2,7,5,9,Dimoo,trend-chaser,Southeast Asia,1
40,115.23,9,4,0,6,2,Hirono,trend-chaser,Oceania,1
27,127.29,19,3,0,7,0,Molly,casual,Europe,1
24,78.9,22,2,9,0,2,Dimoo,display-focused,Southeast Asia,0
36,127.63,18,4,9,10,10,Crybaby,reseller,Southeast Asia,1
32,98.8,21,6,9,6,8,Molly,completionist,North America,1
41,55.96,30,2,5,5,7,Labubu,casual,East Asia,1
28,146.06,30,3,6,4,10,Labubu,display-focused,Southeast Asia,1
48,56.97,33,4,1,1,1,Hirono,completionist,East Asia,0
19,81.09,21,2,0,6,5,Molly,casual,North America,0
50,78.99,21,4,2,3,8,Skullpanda,reseller,East Asia,1
17,73.73,16,3,6,9,0,Skullpanda,casual,Southeast Asia,1
45,40.71,24,4,4,7,4,Crybaby,trend-chaser,East Asia,1
29,181.37,28,3,6,4,3,Molly,completionist,North America,1
31,42.47,27,3,4,0,1,Skullpanda,completionist,North America,1
16,149.9,16,1,6,6,2,Crybaby,reseller,Southeast Asia,1
44,61.1,25,4,10,9,10,Labubu,casual,Europe,1
22,68.53,23,6,6,5,5,Skullpanda,casual,Oceania,1
42,143.7,22,3,10,7,0,Labubu,completionist,Europe,1
45,103.0,33,3,10,1,7,Molly,reseller,Southeast Asia,1
49,49.99,20,4,6,4,6,Labubu,trend-chaser,North America,1
44,49.64,26,2,10,8,4,Molly,display-focused,Southeast Asia,1
28,97.05,18,3,2,4,4,Labubu,reseller,Southeast Asia,0
45,56.62,26,2,5,9,5,Hirono,casual,Europe,0
49,104.93,19,1,0,4,10,Skullpanda,casual,North America,0
28,109.21,38,2,1,8,8,Molly,casual,Southeast Asia,1
20,63.48,29,0,1,7,4,Dimoo,trend-chaser,Southeast Asia,0
51,69.91,28,2,1,10,2,Crybaby,completionist,East Asia,1
21,98.3,32,4,4,5,1,Molly,display-focused,Europe,1
39,62.45,28,2,7,5,2,Labubu,reseller,Southeast Asia,0
25,88.77,17,2,10,3,1,Labubu,casual,East Asia,1
21,205.05,29,4,10,7,8,Hirono,casual,Europe,1
47,100.15,32,2,1,10,6,Hirono,casual,Europe,1
21,74.12,24,3,4,1,0,Skullpanda,casual,North America,0
42,189.46,30,3,4,10,10,Labubu,display-focused,Southeast Asia,1
43,118.58,23,3,1,10,1,Skullpanda,casual,Southeast Asia,1
18,57.11,37,3,0,8,7,Dimoo,reseller,Europe,1
22,61.0,28,3,3,6,0,Molly,trend-chaser,North America,1
47,44.09,21,1,9,9,6,Labubu,trend-chaser,North America,1
36,97.59,21,1,4,2,6,Molly,casual,North America,0
20,38.44,21,3,4,6,9,Dimoo,display-focused,Oceania,0
55,189.36,27,1,10,8,6,Crybaby,casual,East Asia,1
26,77.52,30,3,4,8,5,Labubu,casual,Europe,1
16,121.57,20,4,7,6,5,Crybaby,completionist,North America,1
52,74.85,28,1,10,4,6,Skullpanda,display-focused,North America,1
16,96.91,28,9,1,10,4,Dimoo,completionist,East Asia,1
38,81.52,26,4,5,7,7,Hirono,trend-chaser,North America,1
55,87.77,21,5,3,8,5,Skullpanda,casual,Europe,0
39,137.08,21,2,1,6,10,Labubu,trend-chaser,Oceania,1
39,164.75,19,4,0,9,2,Molly,casual,East Asia,1
31,159.23,32,3,7,5,8,Hirono,trend-chaser,Southeast Asia,1
21,275.13,14,3,7,6,9,Skullpanda,completionist,North America,1
38,64.98,21,1,6,8,7,Molly,casual,North America,0
51,100.66,29,1,7,5,10,Skullpanda,display-focused,Southeast Asia,1
19,65.54,26,2,7,2,4,Molly,casual,Southeast Asia,0
51,134.72,28,4,0,8,5,Molly,reseller,East Asia,1
32,58.11,15,3,0,4,1,Hirono,casual,East Asia,0
37,138.09,25,5,3,1,4,Molly,trend-chaser,North America,1
22,93.3,29,4,6,4,1,Molly,display-focused,East Asia,1
40,83.32,22,3,9,0,8,Molly,trend-chaser,North America,1
23,87.08,12,0,10,9,8,Crybaby,casual,North America,1
26,54.41,22,0,9,10,2,Labubu,completionist,Europe,1
44,56.05,27,6,3,2,8,Labubu,reseller,North America,1
18,93.96,24,4,6,10,3,Molly,casual,North America,1
33,93.7,22,3,1,7,8,Labubu,casual,North America,1
39,66.65,21,8,5,10,10,Labubu,completionist,Europe,1
21,77.2,15,2,1,1,9,Labubu,completionist,Southeast Asia,1
27,104.06,24,1,10,0,2,Labubu,reseller,Oceania,1
29,62.33,39,3,4,10,1,Dimoo,casual,North America,1
42,42.4,20,4,7,2,1,Labubu,trend-chaser,North America,1
55,152.99,33,2,1,6,9,Molly,trend-chaser,Southeast Asia,1
49,96.58,18,4,10,9,6,Dimoo,reseller,North America,1
23,71.18,27,3,5,3,1,Labubu,casual,East Asia,1
16,65.46,21,6,0,0,6,Labubu,casual,North America,0
18,62.1,23,3,4,8,5,Crybaby,trend-chaser,East Asia,1
39,134.5,27,4,2,4,6,Skullpanda,reseller,North America,1
22,51.16,28,0,0,0,6,Dimoo,completionist,East Asia,0
25,100.56,26,4,0,3,1,Skullpanda,trend-chaser,Europe,0
49,100.52,26,3,7,5,4,Crybaby,casual,North America,1
50,116.09,26,4,9,9,7,Labubu,reseller,Europe,1
49,73.8,21,3,7,2,10,Labubu,completionist,Europe,1
26,147.42,36,1,7,5,2,Hirono,trend-chaser,Oceania,1
40,117.5,21,3,0,1,6,Labubu,reseller,Europe,0
40,72.84,26,2,1,3,10,Skullpanda,display-focused,North America,1
23,64.32,30,2,0,2,6,Labubu,casual,East Asia,1
38,81.61,21,1,10,5,2,Molly,trend-chaser,North America,0
37,71.91,29,1,8,7,6,Dimoo,reseller,Southeast Asia,1
31,60.43,21,4,10,1,0,Skullpanda,display-focused,Southeast Asia,0
46,88.61,19,5,9,0,5,Skullpanda,trend-chaser,North America,1
43,77.39,35,3,2,8,6,Labubu,display-focused,East Asia,1
37,162.35,15,7,5,3,0,Molly,display-focused,East Asia,1
45,71.87,34,2,7,6,2,Dimoo,trend-chaser,North America,1
46,64.1,28,3,8,0,10,Labubu,completionist,East Asia,1
38,86.35,35,4,7,6,6,Skullpanda,trend-chaser,Europe,1
26,95.36,26,2,4,10,5,Skullpanda,trend-chaser,Europe,1
46,98.28,17,2,0,4,2,Molly,completionist,East Asia,1
44,97.9,18,1,10,6,1,Molly,casual,East Asia,1
55,87.51,24,3,7,3,4,Hirono,trend-chaser,East Asia,1
21,85.02,14,4,9,3,6,Molly,display-focused,Europe,1
32,109.47,25,2,2,0,1,Labubu,completionist,East Asia,1
52,58.43,11,3,1,5,8,Crybaby,completionist,Europe,1
36,64.27,21,2,9,10,4,Labubu,casual,East Asia,1
53,46.71,37,2,8,1,0,Hirono,casual,North America,0
16,58.78,27,3,9,4,1,Labubu,completionist,East Asia,1
17,128.97,27,4,4,9,9,Molly,reseller,Europe,1
47,107.59,21,6,9,5,3,Skullpanda,display-focused,North America,1
30,171.72,32,1,2,8,4,Labubu,casual,North America,1
36,153.95,29,3,8,4,2,Dimoo,display-focused,Europe,1
33,107.97,19,2,5,6,8,Molly,reseller,North America,1
32,91.36,30,5,1,10,8,Skullpanda,casual,Europe,1
53,87.01,26,3,7,6,2,Hirono,completionist,Europe,1
19,37.72,26,3,3,8,8,Skullpanda,completionist,East Asia,1
46,83.24,21,5,1,7,4,Skullpanda,display-focused,Oceania,1
51,68.51,29,1,7,1,1,Molly,completionist,Southeast Asia,0
42,59.74,16,6,8,1,8,Labubu,trend-chaser,Oceania,1
31,101.05,25,4,3,6,0,Crybaby,casual,Oceania,0
22,79.36,10,3,10,3,9,Skullpanda,casual,North America,1
43,89.11,24,6,7,5,0,Dimoo,casual,North America,1
34,56.55,27,3,0,5,3,Skullpanda,reseller,North America,1
21,119.57,30,3,3,8,2,Molly,trend-chaser,North America,1
30,71.74,19,4,10,10,2,Labubu,completionist,Southeast Asia,1
54,98.91,16,0,1,10,5,Labubu,trend-chaser,Southeast Asia,0
26,74.06,30,3,10,0,8,Skullpanda,completionist,East Asia,0
23,35.68,20,5,5,8,4,Molly,casual,Southeast Asia,0
43,102.69,31,5,7,7,5,Labubu,casual,East Asia,1
23,81.38,31,5,7,9,10,Skullpanda,completionist,Europe,1
52,45.61,13,4,5,4,5,Skullpanda,completionist,North America,1
50,54.07,25,8,5,5,8,Skullpanda,completionist,Oceania,1
